0,0,72
0,0,145
0,0,145
0,0,153
0,0,153
0,1,162
0,1,967
0,1,967
0,2,162
0,2,967
0,3,162
0,3,967
0,4,162
0,4,967
0,4,967
0,5,153
0,5,967
0,6,2132
0,6,133
0,6,133
0,7,2132
0,7,2172
0,8,2132
0,8,2172
0,9,2132
0,9,2172
0,10,2132
0,10,2172
0,10,2172
0,11,2132
0,11,2181
0,11,2181
0,12,99
0,12,99
0,12,44
0,12,44
0,12,136
0,12,136
0,12,129
0,13,91
0,13,128
0,14,91
0,14,44
0,14,136
0,14,128
0,15,91
0,15,91
0,15,44
0,15,136
0,15,128
0,16,91
0,16,44
0,16,44
0,16,136
0,16,128
0,17,91
0,17,91
0,17,136
0,17,136
0,17,128
0,17,128
0,18,41
0,18,41
0,18,41
0,18,136
0,18,128
0,18,128
0,19,41
0,19,41
0,19,136
0,19,136
0,19,127
0,19,127
1,0,72
1,0,145
1,0,199
1,0,199
1,1,4167
1,1,210
1,2,4167
1,2,210
1,3,4167
1,3,217
1,4,155
1,4,226
1,5,168
1,6,2132
1,6,133
1,6,133
1,7,2132
1,7,2172
1,7,2172
1,8,2132
1,8,2172
1,9,2132
1,9,2172
1,10,2132
1,10,2172
1,11,2132
1,11,2181
1,12,895
1,13,9
1,14,9
1,15,9
1,16,9
1,17,9
1,18,41
1,18,136
1,19,41
1,19,136
2,0,72
2,0,65
2,0,65
2,0,65
2,0,65
2,0,145
2,0,199
2,1,4167
2,2,4167
2,2,155
2,3,4167
2,3,155
2,3,155
2,4,155
2,4,212
2,5,168
2,6,2152
2,6,5215
2,7,2057
2,8,2057
2,9,2137
2,10,2158
2,11,2158
2,12,385
2,13,45
2,14,66
2,15,66
2,16,45
2,17,9
2,18,9
2,19,9
3,0,72
3,0,65
3,0,65
3,0,145
3,0,199
3,1,4167
3,1,155
3,2,4167
3,2,155
3,2,155
3,2,155
3,3,4167
3,3,155
3,3,155
3,4,155
3,4,208
3,4,208
3,5,168
3,5,199
3,5,199
3,6,2152
3,7,2152
3,8,2057
3,9,2057
3,10,5190
3,11,5190
3,12,384
3,13,2385
3,14,200
3,14,2385
3,14,2385
3,15,2385
3,16,392
3,17,45
3,18,45
3,19,9
4,0,72
4,0,65
4,0,65
4,0,65
4,0,145
4,0,199
4,0,199
4,1,4167
4,2,4167
4,3,4167
4,3,155
4,4,155
4,4,208
4,5,168
4,5,199
4,6,2152
4,7,2057
4,8,2057
4,9,5190
4,10,5190
4,11,2084
4,12,384
4,13,337
4,14,200
4,14,337
4,15,337
4,16,392
4,17,9
4,18,9
4,19,41
5,0,72
5,0,65
5,0,145
5,0,199
5,0,199
5,1,4167
5,2,4167
5,3,4167
5,4,155
5,4,228
5,5,168
5,5,199
5,6,2137
5,7,2057
5,8,5190
5,9,5190
5,10,2137
5,11,2093
5,12,384
5,13,9
5,14,45
5,15,9
5,16,66
5,17,9
5,18,9
5,19,44
5,19,44
6,0,72
6,0,65
6,0,65
6,0,145
6,0,199
6,0,199
6,1,4167
6,2,4167
6,3,4167
6,4,155
6,4,218
6,4,218
6,5,168
6,5,199
6,5,199
6,5,199
6,6,2152
6,7,2057
6,8,5190
6,9,2093
6,10,2093
6,11,2093
6,12,384
6,13,9
6,14,9
6,15,9
6,16,9
6,17,9
6,18,9
6,19,44
7,0,72
7,0,65
7,0,65
7,0,145
7,0,199
7,0,199
7,1,4167
7,2,4167
7,3,4167
7,3,1673
7,3,1673
7,3,1673
7,3,1673
7,3,1916
7,3,1916
7,4,155
7,4,218
7,5,168
7,5,199
7,5,199
7,6,2057
7,7,2057
7,8,5190
7,9,5190
7,10,2093
7,11,2084
7,12,384
7,18,9
7,19,44
8,0,72
8,0,65
8,0,145
8,0,199
8,0,199
8,1,5122
8,2,5122
8,3,1404
8,4,155
8,4,225
8,5,168
8,5,199
8,5,199
8,6,2057
8,7,2057
8,8,2057
8,9,2096
8,10,2057
8,11,2057
8,12,384
8,18,9
8,19,44
9,0,644
9,1,188
9,2,4167
9,3,4167
9,4,4167
9,5,4167
9,5,168
9,5,199
9,5,199
9,6,2057
9,7,5190
9,8,2057
9,9,2096
9,10,2152
9,11,2158
9,12,384
9,18,9
9,19,44
10,0,123
10,1,4167
10,1,198
10,2,4167
10,3,4167
10,4,4167
10,5,168
10,5,199
10,5,199
10,5,199
10,5,199
10,6,2152
10,7,5190
10,8,5190
10,9,2057
10,10,2152
10,11,2152
10,12,384
10,18,44
10,19,89
10,19,89
11,0,123
11,1,4167
11,2,4167
11,3,4167
11,4,4122
11,5,168
11,5,199
11,5,199
11,5,199
11,5,199
11,6,2137
11,7,2137
11,8,5190
11,9,5190
11,10,2093
11,11,2152
11,12,384
11,18,44
11,18,44
11,19,89
12,0,123
12,1,4167
12,1,4191
12,2,4167
12,3,4167
12,4,189
12,5,168
12,5,199
12,5,199
12,6,2093
12,6,5216
12,6,5216
12,7,5200
12,8,5190
12,9,5190
12,10,2093
12,11,2152
12,12,384
12,13,1607
12,13,1660
12,17,1669
12,17,1617
12,18,44
12,18,44
12,19,89
13,0,123
13,1,4167
13,2,4167
13,3,4122
13,4,4122
13,4,199
13,4,216
13,4,216
13,4,223
13,5,168
13,5,199
13,5,199
13,6,2152
13,6,5216
13,6,5216
13,7,2137
13,8,2057
13,9,2057
13,10,2057
13,11,2137
13,12,384
