0,0,1
0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,10,1
0,11,1
0,12,1
0,13,1
0,14,1
0,15,1
0,16,1
0,17,1
1,0,1
1,5,1
1,6,1
1,7,1
1,8,1
1,9,1
1,10,1
1,11,1
1,12,1
1,13,1
1,14,1
1,15,1
1,16,1
1,17,1
2,0,1
2,5,1
2,12,1
3,0,1
3,5,1
3,12,1
4,0,1
4,5,1
4,12,1
5,0,1
5,5,1
5,12,1
6,0,1
6,5,1
6,12,1
7,0,1
7,5,1
7,12,1
8,0,1
8,5,1
8,12,1
9,0,1
9,1,1
9,5,1
9,12,1
10,0,1
10,5,1
10,12,1
11,0,1
11,5,1
11,12,1
12,0,1
12,5,1
12,12,1
12,13,1
12,17,1
13,0,1
13,5,1
13,12,1
14,0,1
14,5,1
14,12,1
15,0,1
15,5,1
15,12,1
16,0,1
16,5,1
16,6,1
16,7,1
16,8,1
16,9,1
16,10,1
16,11,1
16,12,1
17,0,1
17,5,1
17,12,1
18,0,1
18,5,1
18,12,1
19,0,1
19,5,1
19,12,1
20,0,1
20,5,1
20,12,1
21,0,1
21,5,1
21,12,1
22,0,1
22,5,1
22,12,1
23,0,1
23,5,1
23,12,1
24,0,1
24,5,1
24,12,1
24,13,1
25,5,1
25,12,1
25,13,1
26,0,1
26,5,1
26,12,1
26,14,1
27,0,1
27,5,1
27,12,1
27,14,1
28,0,1
28,5,1
28,12,1
28,15,1
29,0,1
29,5,1
29,12,1
29,15,1
30,0,1
30,5,1
30,12,1
30,15,1
31,0,1
31,5,1
31,12,1
31,13,1
31,14,1
31,15,1
32,0,1
32,5,1
32,12,1
32,13,1
33,0,1
33,5,1
33,12,1
34,0,1
34,5,1
34,12,1
35,0,1
35,5,1
35,12,1
36,0,1
36,5,1
36,12,1
37,0,1
37,5,1
37,12,1
38,0,1
38,5,1
38,12,1
39,0,1
39,5,1
39,12,1
40,0,1
40,5,1
40,12,1
41,0,1
41,5,1
41,12,1
42,0,1
42,5,1
42,12,1
43,0,1
43,5,1
43,12,1
44,0,1
44,5,1
44,12,1
45,0,1
45,5,1
45,12,1
46,0,1
46,5,1
46,12,1
47,0,1
47,5,1
47,12,1
47,16,1
47,17,1
48,0,1
48,5,1
48,12,1
48,16,1
48,17,1
49,0,1
49,5,1
49,12,1
50,0,1
50,5,1
50,12,1
51,0,1
51,5,1
51,12,1
52,0,1
52,5,1
52,12,1
53,0,1
53,5,1
53,12,1
54,0,1
54,1,1
54,2,1
54,3,1
54,4,1
54,5,1
54,12,1
55,0,1
55,5,1
55,12,1
56,0,1
56,5,1
56,12,1
57,0,1
57,5,1
57,12,1
58,0,1
58,5,1
58,12,1
59,0,1
59,5,1
59,12,1
60,0,1
60,5,1
60,12,1
61,0,1
61,5,1
61,12,1
62,0,1
62,5,1
62,12,1
63,0,1
63,5,1
63,6,1
63,12,1
64,0,1
64,5,1
64,6,1
64,12,1
65,0,1
65,5,1
65,6,1
65,12,1
66,0,1
66,5,1
66,6,1
66,12,1
67,0,1
67,5,1
67,6,1
67,12,1
68,0,1
68,5,1
68,6,1
68,12,1
69,0,1
69,5,1
69,6,1
69,12,1
70,0,1
70,5,1
70,6,1
70,12,1
71,0,1
71,5,1
71,6,1
71,12,1
72,0,1
72,5,1
72,12,1
73,0,1
73,5,1
73,12,1
74,0,1
74,5,1
74,12,1
75,0,1
75,5,1
75,12,1
75,13,1
75,14,1
75,15,1
75,16,1
75,17,1
76,0,1
76,1,1
76,2,1
76,3,1
76,4,1
76,5,1
76,6,1
76,7,1
76,8,1
76,9,1
76,10,1
76,11,1
84,0,1
84,1,1
84,2,1
84,3,1
84,4,1
84,5,1
85,0,1
85,5,1
86,0,1
86,5,1
87,0,1
87,5,1
88,0,1
88,5,1
89,0,1
89,5,1
90,0,1
90,1,1
90,2,1
90,3,1
90,4,1
90,5,1
