0,6,155
0,6,155
0,7,156
0,8,156
0,9,156
0,10,37
0,11,37
0,12,9
0,13,1
0,13,138
0,13,138
0,14,45
0,15,45
0,16,74
0,17,66
0,18,66
0,19,136
1,6,155
1,6,155
1,7,156
1,8,156
1,9,66
1,10,66
1,11,74
1,12,9
1,13,1
1,13,138
1,14,45
1,15,66
1,16,74
1,17,66
1,18,66
1,19,136
2,6,155
2,7,156
2,8,155
2,8,156
2,8,156
2,8,45
2,8,45
2,9,37
2,9,156
2,10,74
2,11,74
2,12,9
2,13,1
2,13,138
2,14,66
2,15,66
2,16,74
2,17,74
2,18,66
2,19,136
3,6,155
3,7,156
3,8,156
3,9,74
3,10,74
3,11,66
3,12,66
3,13,1
3,13,138
3,14,66
3,15,66
3,16,74
3,17,74
3,18,66
3,19,136
4,6,155
4,7,156
4,8,156
4,8,156
4,8,156
4,8,155
4,8,37
4,8,37
4,9,37
4,10,37
4,11,66
4,12,66
4,13,1
4,13,138
4,14,45
4,15,66
4,16,74
4,17,66
4,18,65
4,19,136
5,6,155
5,7,156
5,8,156
5,8,155
5,8,37
5,9,45
5,9,45
5,9,45
5,9,156
5,9,156
5,10,45
5,11,74
5,12,36
5,13,1
5,13,138
5,14,45
5,15,66
5,16,66
5,17,66
5,18,36
5,19,136
6,6,155
6,6,155
6,6,155
6,7,156
6,8,156
6,8,45
6,8,155
6,9,66
6,9,156
6,10,74
6,11,74
6,12,37
6,13,1
6,13,138
6,14,45
6,15,45
6,16,45
6,17,37
6,18,36
6,19,136
7,6,156
7,6,155
7,6,155
7,7,156
7,8,156
7,8,45
7,8,156
7,8,156
7,8,155
7,8,66
7,9,66
7,9,156
7,10,37
7,11,45
7,12,45
7,13,1
7,13,138
7,14,45
7,15,45
7,16,45
7,17,36
7,18,36
7,19,136
8,6,156
8,6,155
8,7,156
8,7,45
8,7,155
8,8,156
8,8,45
8,8,155
8,8,155
8,8,156
8,8,66
8,8,66
8,9,66
8,9,155
8,9,156
8,9,156
8,10,66
8,11,37
8,12,37
8,13,1
8,13,138
8,13,138
8,14,45
8,15,45
8,16,45
8,17,36
8,18,65
8,19,136
9,6,155
9,7,156
9,7,37
9,7,155
9,7,156
9,7,156
9,7,156
9,8,156
9,8,37
9,8,155
9,8,156
9,9,156
9,9,37
9,9,37
9,9,155
9,9,66
9,10,37
9,11,74
9,12,74
9,13,1
9,13,139
9,14,37
9,15,37
9,16,65
9,17,65
9,18,65
9,19,136
10,6,155
10,7,37
10,7,155
10,7,156
10,7,156
10,7,155
10,7,155
10,8,37
10,8,37
10,8,156
10,8,156
10,8,155
10,9,37
10,9,155
10,9,66
10,9,66
10,10,37
10,11,37
10,11,45
10,11,45
10,12,74
10,13,2
10,14,37
10,15,37
10,16,65
10,17,65
10,18,45
10,19,136
11,6,155
11,7,156
11,8,37
11,8,37
11,8,156
11,8,37
11,8,37
11,9,37
11,9,37
11,10,37
11,11,37
11,11,45
11,12,1
11,13,37
11,14,37
11,15,37
11,16,65
11,17,136
11,18,136
12,6,155
12,7,155
12,7,156
12,7,156
12,8,37
12,8,155
12,8,155
12,9,37
12,10,37
12,11,37
12,11,37
12,12,1
12,13,37
12,14,37
12,15,37
12,16,136
13,6,155
13,7,156
13,8,155
13,8,37
13,8,10
13,9,155
13,9,37
13,9,37
13,9,10
13,10,155
13,10,156
13,10,156
13,10,37
13,10,10
13,11,156
13,11,180
13,11,189
13,11,189
13,11,156
13,11,37
13,11,10
13,12,2
13,12,2
13,13,136
13,14,136
13,15,136
13,16,136
14,6,155
14,6,155
14,6,155
14,7,155
14,8,155
14,8,155
14,8,155
14,9,155
14,10,155
14,10,155
14,10,156
14,10,156
14,11,147
14,11,147
15,6,155
15,6,155
