1505.02,246.186,261,1.6,0,0,0
1604.87,246.186,261,1.6,0,0,0
1702.4,246.186,261,1.6,0,0,0
1780.55,245.268,252,1.5,0,0,0
1751.63,267.305,266,1,0,0,0
1670.83,267.765,266,1,0,0,0
1570.28,267.305,266,1,0,0,0
1473.87,267.765,266,1,0,0,0
14.7096,149.125,261,1.6,0,0,0
112.214,149.068,261,1.6,0,0,0
190.577,148.246,252,1.5,0,0,0
138.009,169.729,266,1,0,0,0
54.8638,168.129,266,1,0,0,0
669.901,209.436,114,1,0,0,0
593.229,214.027,116,1,0,0,0
566.142,252.133,103,1,0,0,0
629.04,248.461,106,1,0,0,0
1088.36,200.254,118,1,0,0,0
1159.52,196.122,111,0.9,0,0,0
1169.62,243.41,109,0.9,0,0,0
