0,1,1
0,2,54
0,3,60
0,4,60
0,5,60
0,6,36
0,7,36
0,8,36
0,9,36
0,10,36
1,1,1
1,2,54
1,3,54
1,4,54
1,5,54
1,6,36
1,7,36
1,8,36
1,9,36
1,10,36
2,1,1
2,2,54
2,3,60
2,4,54
2,5,54
2,6,36
2,7,36
2,8,36
2,9,36
2,10,36
3,1,1
3,2,64
3,3,60
3,4,54
3,5,54
3,6,36
3,7,36
3,8,36
3,9,36
3,10,36
4,1,1
4,2,52
4,3,54
4,4,60
4,5,54
4,6,50
4,7,17
4,8,36
4,9,36
4,10,36
5,1,9
5,2,1
5,3,54
5,4,54
5,5,56
5,6,54
5,7,17
5,8,36
5,9,36
5,10,36
5,15,1
6,1,9
6,2,1
6,3,54
6,4,58
6,5,57
6,6,60
6,7,17
6,8,36
6,9,36
6,10,36
6,16,1
7,1,9
7,2,1
7,3,54
7,4,54
7,5,54
7,6,60
7,7,17
7,8,36
7,9,36
7,10,36
7,17,1
8,1,9
8,2,2
8,3,54
8,4,60
8,5,60
8,6,60
8,7,17
8,8,36
8,9,36
8,10,36
8,18,1
9,1,9
9,2,9
9,3,0
9,4,54
9,5,64
9,6,53
9,7,60
9,8,17
9,9,36
9,10,36
9,19,1
10,1,9
10,2,9
10,3,1
10,4,54
10,5,64
10,7,60
10,8,17
10,9,36
10,10,36
10,20,1
11,1,9
11,2,9
11,3,1
11,4,54
11,5,64
11,7,60
11,8,17
11,9,36
11,10,36
11,20,1
12,1,9
12,2,9
12,3,1
12,4,54
12,5,64
12,6,61
12,7,60
12,8,17
12,9,36
12,10,36
12,20,1
13,1,9
13,2,9
13,3,2
13,4,60
13,5,64
13,6,60
13,7,17
13,8,36
13,9,36
13,10,36
13,20,1
14,1,0
14,2,62
14,3,54
14,4,60
14,5,60
14,6,60
14,7,17
14,8,36
14,9,36
14,10,36
14,20,1
15,1,0
15,2,54
15,3,60
15,4,60
15,5,54
15,6,60
15,7,36
15,8,36
15,9,36
15,10,36
16,1,0
16,2,54
16,3,60
16,4,60
16,5,54
16,6,49
16,7,36
16,8,36
16,9,36
16,10,36
17,1,0
17,2,54
17,3,60
17,4,60
17,5,60
17,6,17
17,7,36
17,8,36
17,9,36
17,10,36
17,20,24
18,1,0
18,2,54
18,3,54
18,4,60
18,5,60
18,6,17
18,7,36
18,8,36
18,9,36
18,10,36
18,20,24
19,1,0
19,2,54
19,3,54
19,4,60
19,5,60
19,6,17
19,7,36
19,8,36
19,9,36
19,10,36
19,19,24
20,1,0
20,3,54
20,6,17
20,19,24
21,18,24
22,18,24
23,2,0
23,17,24
24,2,0
24,17,24
25,2,27
25,16,24
26,2,1
26,15,24
27,14,26
28,14,26
29,13,26
30,13,26
31,13,26
32,2,1
32,12,26
33,2,0
33,12,26
34,2,0
34,12,26
35,2,0
35,11,26
36,2,0
36,11,26
37,2,0
37,11,26
38,2,0
38,11,26
39,2,7
39,10,26
40,10,26
41,10,26
42,10,26
43,2,27
44,2,27
44,9,26
45,9,26
46,3,27
46,9,26
47,3,27
47,9,26
48,3,27
49,3,27
49,8,26
50,3,27
50,8,26
51,1,27
51,8,26
52,1,27
52,8,26
53,1,27
53,8,26
54,1,27
55,1,0
56,6,26
57,2,1
57,6,26
58,2,1
58,6,26
59,2,1
61,4,1
62,4,1
63,4,1
