0,7,155
0,8,156
0,9,155
0,10,155
0,11,155
0,12,146
1,7,155
1,8,156
1,9,155
1,10,156
1,11,155
1,12,146
2,6,156
2,7,155
2,8,155
2,9,155
2,10,156
2,11,155
2,12,146
3,7,155
3,8,156
3,9,155
3,10,156
3,11,155
3,12,146
4,7,155
4,8,156
4,9,156
4,10,155
4,11,155
4,12,146
5,7,155
5,8,155
5,9,156
5,10,156
5,11,155
5,12,146
6,7,156
6,8,156
6,9,155
6,10,155
6,11,155
6,12,146
7,7,156
7,8,156
7,9,155
7,10,155
7,11,156
7,12,146
8,7,156
8,8,156
8,9,155
8,10,181
8,11,172
8,12,146
9,7,156
9,8,156
9,9,155
9,10,182
9,11,173
9,12,146
9,13,36
9,13,133
9,14,36
9,14,124
9,14,124
9,15,36
9,15,124
9,16,36
9,16,36
9,16,124
9,16,124
9,17,36
9,17,124
9,18,2904
9,18,124
9,19,118
10,7,156
10,8,156
10,9,155
10,10,156
10,11,156
10,12,146
10,13,36
10,14,36
10,15,74
10,16,74
10,17,36
10,18,74
10,19,118
10,19,118
11,7,156
11,8,156
11,9,156
11,10,156
11,11,155
11,12,146
11,13,2852
11,13,2852
11,14,2852
11,15,74
11,16,2852
11,17,2852
11,17,36
11,18,74
11,19,118
12,7,156
12,8,156
12,9,156
12,10,156
12,11,156
12,12,146
12,13,103
12,14,103
12,15,103
12,16,103
12,17,94
12,18,74
12,19,118
13,7,156
13,8,156
13,9,156
13,10,36
13,10,36
13,10,36
13,10,155
13,11,36
13,12,1
13,13,116
13,14,116
13,15,116
13,16,104
13,17,95
13,18,74
13,19,118
14,7,156
14,8,156
14,9,36
14,9,36
14,9,9
14,9,155
14,10,36
14,10,36
14,10,9
14,10,9
14,10,155
14,10,155
14,10,155
14,10,155
14,10,74
14,10,74
14,11,36
14,11,9
14,11,155
14,11,74
14,12,1
14,13,155
14,13,2385
14,14,155
14,14,2248
14,14,2248
14,14,2385
14,15,155
14,15,2385
14,15,2385
14,16,104
14,16,2952
14,16,2952
14,17,95
14,18,74
