591.66,212.37,107,1,0,0,0
57.332,164.712,55,1.8,0,0,0
114.932,164.712,55,1.8,0,1,0
907.078,152.099,121,1,0,0,0
110.919,209.969,266,0.6,0,0,0
122.126,171.567,115,1,0,0,0
52.7929,179.033,117,1,0,0,0
51.719,185.435,230,1.3,0,0,0
80.6363,210.5,266,0.6,0,0,0
20.3697,209.967,266,0.6,0,0,0
225.051,180.633,113,1,0,0,0
243.184,181.167,116,1,0,0,0
251.076,216.367,105,1,0,0,0
359.143,218.691,103,1,0,0,0
414.97,158.424,111,1,0,0,0
427.634,221.417,84,1,0,0,0
644.887,114.92,177,1.3,0,0,0
644.887,113.853,211,1.3,0,0,0
646.346,186.54,179,0.6,0,0,0
646.88,186.54,217,0.6,0,0,0
1505.02,213.186,261,1.6,0,0,0
1604.87,213.186,261,1.6,0,0,0
1702.4,213.186,261,1.6,0,0,0
1778.94,212.097,252,1.5,0,0,0
1756.54,232.897,266,1,0,0,0
1670.67,233.963,266,1,0,0,0
1571.47,233.963,266,1,0,0,0
1471.21,233.963,266,1,0,0,0
