71.5301,565.1,9,1.5,0,0,0
110.503,566.318,17,1.3,0,0,0
82.1866,552.312,4,1.3,0,0,0
71.5301,545.309,51,0.6,0,0,0
147.953,571.798,142,0.6,0,0,0
118.723,575.148,144,0.4,0,0,0
129.38,551.703,1,0.8,0,0,0
73.0525,513.644,14,0.9,90,0,0
86.4493,549.572,6,0.9,90,0,0
111.72,555.661,6,0.7,0,0,0
119.941,527.345,5,0.7,0,0,0
100.759,519.734,5,0.7,0,0,0
129.989,514.862,5,0.7,0,0,0
47.1654,559.01,46,1.1,0,0,0
46.8609,534.957,48,1.1,0,0,0
47.1654,522.169,50,0.9,0,0,0
40.1625,460.448,70,0.9,0,0,0
281.455,350.649,23,0.9,0,0,0
229.999,289.755,30,1.3,0,0,0
183.415,350.954,23,0.9,0,0,0
137.135,376.225,139,0.9,0,0,0
93.2911,355.826,65,1.8,0,0,0
54.3187,345.473,63,1.3,0,0,0
63.4529,361.915,7,1.8,0,0,0
136.741,323.856,13,1.1,90,0,0
42.3742,207.084,71,1.1,0,0,0
333.93,372.413,20,1.1,0,0,0
232.262,329.482,22,1.2,0,0,0
770.049,373.969,141,1.2,0,0,0
804.15,377.318,144,1.2,0,0,0
97.0311,307.317,168,1.2,0,0,0
96.4221,307.621,224,0.2,0,0,0
1588.39,367.743,58,1,0,0,0
1447.11,369.57,68,1,0,0,0
1721.73,372.058,20,1,0,0,0
1409.83,367.897,55,1,0,0,0
1344.98,370.029,137,1,0,0,0
1520.83,352.717,24,0.8,0,0,0
1698.06,374.967,122,0.8,0,0,0
1648.74,353.501,24,0.8,0,0,0
702.317,281.21,179,0.8,0,0,0
704.841,281.487,145,2.5,0,0,0
813.73,275.081,68,1.2,0,0,0
749.687,364.292,67,1.2,0,0,0
715.581,360.638,66,1.4,0,0,0
725.841,323.188,48,0.9,0,0,0
705.136,324.406,48,0.8,0,0,0
969.23,325.705,55,0.8,180,0,0
968.317,349.149,59,0.8,0,0,0
967.708,300.433,68,0.8,0,0,0
1051.82,261.765,2,1.3,0,0,0
1084.4,262.07,2,1.3,0,0,0
1116.37,262.07,2,1.3,0,0,0
1147.42,262.07,2,1.3,0,0,0
1046.64,249.587,8,1.3,0,0,0
1155.04,244.715,53,0.9,0,0,0
1245.16,371.375,53,0.9,0,0,0
1078.01,243.193,56,0.9,0,0,0
1099.01,251.413,0,0.9,0,0,0
1127.94,251.413,0,0.9,0,0,0
1343.45,241.385,25,0.9,0,0,0
1246.02,356.231,20,0.9,0,0,0
1414.08,247.534,26,0.9,0,0,0
1152.85,350.141,23,0.9,0,0,0
1115.68,362.711,54,1.2,0,0,0
1189.36,363.624,67,1.2,0,1,0
1484.93,378.848,98,1.2,0,1,0
1492.24,341.398,81,1.2,270,1,0
1501.07,258.277,81,1.2,45,1,0
1559.7,380.37,104,0.7,0,1,0
603.582,557.264,132,0.9,0,0,0
647.285,545.46,177,0.9,0,0,0
646.98,553.072,25,0.9,0,0,0
847.473,542.676,23,0.9,0,0,0
949.726,561.991,16,1.6,0,0,0
919.888,527.89,43,1.4,0,0,0
971.952,521.496,14,1,0,0,0
985.349,547.376,2,1,180,0,0
960.991,547.376,2,1,180,0,0
936.329,547.376,2,1,180,0,0
912.58,547.376,2,1,180,0,0
960.383,545.55,6,1,180,0,0
909.84,536.111,49,0.7,0,1,0
938.461,545.245,134,1.1,90,1,0
1010.32,554.988,143,0.5,90,1,0
1014.58,557.12,143,0.5,135,1,0
1012.45,565.645,135,0.9,180,1,0
1076.27,522.778,6,1.3,0,0,0
1091.8,522.778,6,1.3,0,0,0
1072.92,500.642,56,1.2,0,0,0
1095.76,500.642,56,1.2,0,1,0
1084.45,544.173,59,0.6,0,1,0
1275.81,467.446,37,2.5,0,0,0
1266.16,439.435,97,0.9,0,0,0
1181,420.862,88,0.9,0,0,0
1412.06,522.86,80,0.9,270,0,0
1392.27,549.349,82,0.9,270,0,0
812.689,296.156,6,1.2,180,0,0
396.003,364.549,62,1.2,0,1,0
396.003,402.913,60,1.2,0,1,0
396.003,441.276,60,1.2,0,1,0
396.003,479.64,60,1.2,0,1,0
396.003,518.003,60,1.2,0,1,0
396.097,555.052,60,1.2,0,1,0
983.3,556.542,7,1.6,0,1,0
576.005,358.705,39,0.7,0,1,0
576.005,343.786,21,0.6,0,1,0
644.511,355.965,42,1.6,0,0,0
630.86,365.427,134,1.6,270,0,0
656.74,361.164,139,0.7,0,0,0
642.43,355.684,56,0.7,0,0,0
618.985,380.65,144,0.4,0,0,0
639.08,381.564,144,0.4,0,1,0
681.402,375.17,135,0.7,0,1,0
295.635,549.951,66,1.5,0,0,0
249.355,566.697,63,1.5,0,1,0
220.431,551.169,67,1.5,0,0,0
237.481,541.122,105,0.4,0,0,0
115.679,525.214,43,2.1,0,0,0
105.425,557.712,7,1.6,0,0,0
1205.89,430.838,24,0.6,270,0,0
1207.29,454.158,2,1.4,0,0,0
1394.13,519.355,82,0.9,315,0,0
1451.78,519.227,82,0.9,45,0,0
1423.06,542.311,24,0.9,0,0,0
1323.17,490.493,82,0.9,315,0,0
1376.85,500.025,31,2.5,180,0,0
1299.51,503.374,33,2.5,0,0,0
1561.87,534.257,49,1.6,0,0,0
1582.07,534.257,49,1.6,0,0,0
1582.53,512.679,49,1.6,0,0,0
1622.93,502.119,49,1.6,0,0,0
1617.88,541.144,46,1.2,0,0,0
1652.31,540.225,46,1.2,0,0,0
